device_id,name,ip_addr,os_version,cpu,manufacturer,sn,mem,hdd,model,ipv6_addr,mac_addr,host,public_ip_addr,remote_ip,network_interfaces,group_ids,group_names,group_paths,orig_group_ids,orig_group_names,domain_id,installer_name,deployment_state,fgt_sn,forticlient_id,uid,fct_version,diskenc,av_product,is_installed,is_managed,is_migrating,is_ems_registered,is_ems_online,is_ems_onnet,is_excluded,is_quarantined,quarantine_access_code,comparable_fct_version,assigned_tags,last_seen,last_seen_fct_user_id,fct_users,endpoint_policy_name,endpoint_policy_id,ip_list_name,av_enabled,rtp_enabled,ae_enabled,cs_enabled,rm_enabled,fw_enabled,wf_enabled,vpn_enabled,vuln_enabled,ssoma_enabled,sb_enabled,sb_cloud_enabled,rs_enabled,onboarding_supported,client_version_up_to_date,client_av_sig_version_up_to_date,client_policy_synced,client_policy_primary_synced,client_policy_offnet_synced,client_policy_iplist_synced,client_policy_onnet_rule_synced,client_policy_verification_rule_synced,av_events_count,wf_events_count,fw_events_count,sb_events_count,ae_events_count,rm_events_count,cs_events_count,unreg_events_count,rs_events_count,nwifsc_events_count,vcm_events_count,vuln_events_count,vuln_events_max_severity,profile_components,off_net_profile_components
2814,BOUDIR03,10.6.1.144,"Microsoft Windows 10 Professional Edition, 64-bit (build 19045)",12th Gen Intel(R) Core(TM) i5-1245U,Dell Inc.,280JTV3,16015,476,Latitude 9430,,a0-ce-c8-5e-85-ba,BOUDIR03,185.220.73.161,10.6.1.144,"[intf_name:Ethernet%202,mac:a0-ce-c8-5e-85-ba,ip:10.6.1.144, gw_ip:10.6.1.200, gw_mac:00-09-0f-09-00-03, ssid:, route:0]",2,Other Endpoints,All Groups/Other Endpoints,,,,,,,612,BF38C12B95174ECE93764F25974AB387,7.2.8.1140,BitLocker,Sentinel Agent,True,True,False,True,False,False,0,0,,7002008,[all_registered_clients]|[Low]|[TAG-VPN-SSL-Windows]|[TAG-VPN-SSL-Presta],2025-05-12 17:24:43,1397,[a.tiquet],Default,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,1,True,True,True,True,True,True,0,4,0,0,0,0,0,0,0,0,0,0,,"{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 1, 'name': 'Default', 'fp_name': ''}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}","{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 5, 'name': 'OCS-WEBFILTER-VPN', 'fp_name': 'FG1-MIL [root]'}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}"
2343,BOUKIN25,10.6.249.17,"Microsoft Windows 10 Professional Edition, 64-bit (build 19045)",13th Gen Intel(R) Core(TM) i5-1345U,Dell Inc.,BLV2LX3,16068,237,Latitude 3540,,04-e8-b9-00-f2-62,BOUKIN25,185.220.73.161,10.6.249.17,"[intf_name:Wi-Fi,mac:04-e8-b9-00-f2-62,ip:10.6.249.17, gw_ip:10.6.249.254, gw_mac:00-09-0f-09-00-03, ssid:OCS, route:0]",2,Other Endpoints,All Groups/Other Endpoints,,,,,,,140,CA61E36D6AA44F7D8EF1E6EF72BDF959,7.0.12.0572,BitLocker,Sentinel Agent,True,True,False,True,False,False,0,0,,7000012,[all_registered_clients]|[Low]|[TAG-VPN-SSL-Windows]|[TAG-VPN-SSL-Presta],2025-05-12 14:46:36,236,[c.milesie],Default,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,1,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,,"{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 1, 'name': 'Default', 'fp_name': ''}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}","{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 5, 'name': 'OCS-WEBFILTER-VPN', 'fp_name': 'FG1-MIL [root]'}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}"
2425,BOUMED22,10.6.1.39,"Microsoft Windows 10 Professional Edition, 64-bit (build 19045)",13th Gen Intel(R) Core(TM) i5-1345U,Dell Inc.,BPN0MX3,16068,241,Latitude 3540,,4c-d7-17-71-8d-07,BOUMED22,185.220.73.161,10.6.1.39,"[intf_name:Ethernet%204,mac:4c-d7-17-71-8d-07,ip:10.6.1.39, gw_ip:10.6.1.200, gw_mac:00-09-0f-09-00-03, ssid:, route:0]",2,Other Endpoints,All Groups/Other Endpoints,,,,,,,222,9A658C4DAA154216BBF3A9C727A2D061,7.0.12.0572,,Sentinel Agent,True,True,False,True,False,False,0,0,,7000012,[all_registered_clients]|[Low]|[TAG-VPN-SSL-Windows]|[TAG-VPN-SSL-Presta],2025-05-12 16:26:41,423,[c.cazottes]|[o.hantkie],Default,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,1,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,,"{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 1, 'name': 'Default', 'fp_name': ''}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}","{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 5, 'name': 'OCS-WEBFILTER-VPN', 'fp_name': 'FG1-MIL [root]'}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}"
2248,BOUPHA06,10.6.249.32,"Microsoft Windows 10 Professional Edition, 64-bit (build 19045)",11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Dell Inc.,H60DGS3,16118,237,Latitude 3520,,7c-b5-66-29-00-c2,BOUPHA06,185.220.73.161,10.6.249.32,"[intf_name:Wi-Fi,mac:7c-b5-66-29-00-c2,ip:10.6.249.32, gw_ip:10.6.249.254, gw_mac:00-09-0f-09-00-03, ssid:OCS, route:0]",2,Other Endpoints,All Groups/Other Endpoints,,,,,,,45,8FB53494260F417499B6BB65C46DD1EF,7.0.12.0572,,Sentinel Agent,True,True,False,True,False,False,0,0,,7000012,[Low],2025-05-09 11:32:59,64,[c.yedra],Default,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,1,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,,"{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 1, 'name': 'Default', 'fp_name': ''}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}","{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 5, 'name': 'OCS-WEBFILTER-VPN', 'fp_name': 'FG1-MIL [root]'}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}"
2744,BOUPOR12,10.6.249.79,"Microsoft Windows 10 Professional Edition, 64-bit (build 19045)",11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Dell Inc.,HPDPBS3,16118,237,Latitude 3520,,c4-75-ab-7a-d4-fb,BOUPOR12,185.220.73.161,10.6.249.79,"[intf_name:Wi-Fi,mac:c4-75-ab-7a-d4-fb,ip:10.6.249.79, gw_ip:10.6.249.254, gw_mac:00-09-0f-09-00-03, ssid:OCS, route:0]",2,Other Endpoints,All Groups/Other Endpoints,,,,,,,541,DBA71D9DCC0246A390C6959FAD0EB756,7.0.12.0572,BitLocker,Sentinel Agent,True,True,False,True,True,True,0,0,,7000012,[all_registered_clients]|[Low]|[TAG-VPN-SSL-Windows]|[TAG-VPN-SSL-Presta],2025-05-12 19:18:47,1275,[bouinf10],Default,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,1,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,,"{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 1, 'name': 'Default', 'fp_name': ''}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}","{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 5, 'name': 'OCS-WEBFILTER-VPN', 'fp_name': 'FG1-MIL [root]'}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}"
2286,BOURAQ04,192.168.1.32,"Microsoft Windows 10 Professional Edition, 64-bit (build 19042)",Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,Dell Inc.,8XDXG63,7952,235,Latitude 3510,,b0-7d-64-73-ba-c2,BOURAQ04,86.227.128.209,86.227.128.209,"[intf_name:Wi-Fi,mac:b0-7d-64-73-ba-c2,ip:192.168.1.32, gw_ip:192.168.1.1, gw_mac:30-93-bc-1a-cd-a0, ssid:Livebox-CDA0, route:0]",2,Other Endpoints,All Groups/Other Endpoints,,,,,,,83,63D60A7C17CA401190EFBDE0C45A6843,7.0.12.0572,BitLocker,Sentinel Agent,True,True,False,True,False,False,0,0,,7000012,[Low],2025-05-08 08:50:05,126,[l.machado],Default,1,,False,False,False,False,False,False,True,True,False,False,False,False,False,1,True,1,False,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,,"{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 1, 'name': 'Default', 'fp_name': ''}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}","{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 5, 'name': 'OCS-WEBFILTER-VPN', 'fp_name': 'FG1-MIL [root]'}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}"
2638,BOURAQ05,10.6.1.129,"Microsoft Windows 10 Professional Edition, 64-bit (build 19045)",Intel(R) Core(TM) Ultra 5 135U,Dell Inc.,8S97C54,15828,476,Latitude 7450,,28-00-af-2f-6f-db,BOURAQ05,185.220.73.161,10.6.1.129,"[intf_name:Ethernet%203,mac:28-00-af-2f-6f-db,ip:10.6.1.129, gw_ip:10.6.1.200, gw_mac:00-09-0f-09-00-03, ssid:, route:0]",2,Other Endpoints,All Groups/Other Endpoints,,,,,,,435,C3240774ECAD4990B930C51BFC1162A6,7.0.11.0569,BitLocker,Sentinel Agent,True,True,False,True,False,False,0,0,,7000011,[all_registered_clients]|[Low]|[TAG-VPN-SSL-Windows]|[TAG-VPN-SSL-Presta],2025-05-12 16:17:41,1015,[s.biton],Default,1,,False,False,False,False,False,False,False,True,True,False,False,False,False,1,True,1,True,True,True,True,True,True,0,44,0,0,0,0,0,0,0,0,0,0,,"{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 1, 'name': 'Default', 'fp_name': ''}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}","{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 5, 'name': 'OCS-WEBFILTER-VPN', 'fp_name': 'FG1-MIL [root]'}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}"
2800,CABGNO01,192.168.1.22,"Microsoft Windows 10 Professional Edition, 64-bit (build 19045)",12th Gen Intel(R) Core(TM) i5-1245U,Dell Inc.,2DGTQV3,16015,476,Latitude 9430,,f4-c8-8a-a6-fa-ef,CABGNO01,86.214.63.55,86.214.63.55,"[intf_name:Wi-Fi,mac:f4-c8-8a-a6-fa-ef,ip:192.168.1.22, gw_ip:192.168.1.1, gw_mac:c0-d7-aa-67-b6-f4, ssid:Livebox-Nevesny, route:0]",2,Other Endpoints,All Groups/Other Endpoints,,,,,,,597,AE7335E993BF4D0D9BFE143225CF4EC4,7.0.11.0569,BitLocker,Sentinel Agent,True,True,False,True,False,False,0,0,,7000011,[all_registered_clients]|[Low]|[TAG-VPN-SSL-Windows]|[TAG-VPN-SSL-Presta],2025-05-12 17:28:43,1355,[r.nevesny],Default,1,,False,False,False,False,False,False,True,True,True,False,False,False,False,1,True,1,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,,"{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 1, 'name': 'Default', 'fp_name': ''}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}","{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 5, 'name': 'OCS-WEBFILTER-VPN', 'fp_name': 'FG1-MIL [root]'}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}"
2812,CABGNO02,10.9.239.64,"Microsoft Windows 10 Professional Edition, 64-bit (build 19045)",11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Dell Inc.,8DVXGG3,16122,237,Latitude 3520,,f4-46-37-44-35-f4,CABGNO02,185.220.73.161,10.9.239.64,"[intf_name:Wi-Fi,mac:f4-46-37-44-35-f4,ip:10.9.239.64, gw_ip:10.9.239.254, gw_mac:3c-41-0e-c4-91-6a, ssid:OCS, route:0]",2,Other Endpoints,All Groups/Other Endpoints,,,,,,,610,FA9129986FB44C15BFA5737A1F832777,7.0.12.0572,BitLocker,Sentinel Agent,True,True,False,True,False,False,0,0,,7000012,[Low],2025-05-01 11:00:10,1394,[a.farenq],Default,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,1,False,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,,"{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 1, 'name': 'Default', 'fp_name': ''}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}","{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 5, 'name': 'OCS-WEBFILTER-VPN', 'fp_name': 'FG1-MIL [root]'}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}"
2750,CABGNO03,10.9.239.201,"Microsoft Windows 10 Professional Edition, 64-bit (build 19045)",11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,Dell Inc.,2FVXGG3,16118,237,Latitude 3520,,f4-46-37-44-c6-e0,CABGNO03,185.220.73.161,10.9.239.201,"[intf_name:Wi-Fi,mac:f4-46-37-44-c6-e0,ip:10.9.239.201, gw_ip:10.9.239.254, gw_mac:3c-41-0e-c4-91-6a, ssid:OCS, route:0]",2,Other Endpoints,All Groups/Other Endpoints,,,,,,,547,C4E3EF8269254EA7AF06A96D946F7A12,7.0.12.0572,,Sentinel Agent,True,True,False,True,False,False,0,0,,7000012,[all_registered_clients]|[Low]|[TAG-VPN-SSL-Windows]|[TAG-VPN-SSL-Presta],2025-05-12 12:54:26,1281,[man.martinez],Default,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,1,True,1,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,,"{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 1, 'name': 'Default', 'fp_name': ''}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}","{'sandbox': {'id': 1, 'name': 'Default'}, 'webfilter': {'id': 5, 'name': 'OCS-WEBFILTER-VPN', 'fp_name': 'FG1-MIL [root]'}, 'vpn': {'id': 3, 'name': 'RAP-USERS'}, 'vulnerability_scan': {'id': 1, 'name': 'Default'}, 'system': {'id': 4, 'name': 'SSP-USERS'}, 'ztna': {'id': 1, 'name': 'Default'}, 'videofilter': {'id': 1, 'name': 'Default'}}"
